t,i,j,C1,C2
5572.0,1170,1672,MP*1,MP*1
5572.0,623,654,PC,PC
5572.0,663,696,PC,PC
5573.0,1170,1672,MP*1,MP*1
5573.0,1170,1613,MP*1,MP*1
5573.0,682,683,PC,PC
5574.0,1170,1613,MP*1,MP*1
5574.0,682,683,PC,PC
5574.0,1613,1672,MP*1,MP*1
5574.0,1170,1672,MP*1,MP*1
5574.0,623,654,PC,PC
5575.0,1170,1613,MP*1,MP*1
5575.0,682,683,PC,PC
5575.0,609,613,PC,PC
5575.0,1613,1672,MP*1,MP*1
5575.0,1170,1672,MP*1,MP*1
5575.0,623,654,PC,PC
5576.0,1170,1613,MP*1,MP*1
5576.0,1613,1672,MP*1,MP*1
5576.0,1170,1672,MP*1,MP*1
5576.0,623,654,PC,PC
5576.0,663,696,PC,PC
5577.0,1170,1613,MP*1,MP*1
5577.0,682,683,PC,PC
5577.0,609,613,PC,PC
5577.0,1613,1672,MP*1,MP*1
5577.0,1170,1672,MP*1,MP*1
5577.0,663,696,PC,PC
5578.0,827,832,PSI*,PSI*
5578.0,1170,1613,MP*1,MP*1
5578.0,1613,1672,MP*1,MP*1
5578.0,1170,1672,MP*1,MP*1
5578.0,663,696,PC,PC
5579.0,827,832,PSI*,PSI*
5579.0,617,614,MP*2,MP*2
5579.0,682,683,PC,PC
5579.0,1148,1686,MP*1,MP*1
5580.0,1170,1672,MP*1,MP*1
5580.0,682,683,PC,PC
5580.0,686,696,PC,PC
5581.0,827,832,PSI*,PSI*
5581.0,682,683,PC,PC
5582.0,682,683,PC,PC
5583.0,682,683,PC,PC
5584.0,682,683,PC,PC
5584.0,648,660,PC,PC
5585.0,682,683,PC,PC
5586.0,606,615,MP*2,MP*2
5586.0,648,660,PC,PC
5587.0,648,660,PC,PC
5590.0,827,832,PSI*,PSI*
5590.0,682,683,PC,PC
5590.0,648,660,PC,PC
5591.0,827,832,PSI*,PSI*
5591.0,628,661,PC,PC
5591.0,1170,1613,MP*1,MP*1
5591.0,609,613,PC,PC
5592.0,628,661,PC,PC
5592.0,1170,1613,MP*1,MP*1
5592.0,682,683,PC,PC
5593.0,827,832,PSI*,PSI*
5593.0,1170,1613,MP*1,MP*1
5593.0,682,683,PC,PC
5593.0,628,661,PC,PC
5593.0,648,660,PC,PC
5594.0,682,683,PC,PC
5595.0,868,873,PSI*,PSI*
5595.0,1170,1613,MP*1,MP*1
5595.0,682,683,PC,PC
5596.0,868,873,PSI*,PSI*
5596.0,1170,1613,MP*1,MP*1
5596.0,682,683,PC,PC
5597.0,1170,1613,MP*1,MP*1
5597.0,868,873,PSI*,PSI*
5597.0,648,660,PC,PC
5597.0,623,690,PC,PC
5597.0,682,683,PC,PC
5598.0,868,873,PSI*,PSI*
5598.0,682,683,PC,PC
5598.0,623,690,PC,PC
5599.0,1170,1613,MP*1,MP*1
5599.0,682,683,PC,PC
5600.0,682,683,PC,PC
5601.0,838,852,PSI*,PSI*
5601.0,1170,1613,MP*1,MP*1
5601.0,681,683,PC,PC
5601.0,682,683,PC,PC
5601.0,868,873,PSI*,PSI*
5602.0,1170,1613,MP*1,MP*1
5602.0,682,683,PC,PC
5603.0,660,681,PC,PC
5603.0,682,683,PC,PC
5604.0,1170,1613,MP*1,MP*1
5604.0,682,683,PC,PC
5604.0,858,866,PSI*,PSI*
5605.0,1170,1613,MP*1,MP*1
5605.0,682,683,PC,PC
5606.0,682,683,PC,PC
5606.0,660,681,PC,PC
5606.0,868,873,PSI*,PSI*
5607.0,1170,1613,MP*1,MP*1
5607.0,682,683,PC,PC
5607.0,1613,1672,MP*1,MP*1
5608.0,1170,1613,MP*1,MP*1
5608.0,611,655,MP*2,MP*2
5608.0,682,683,PC,PC
5609.0,660,681,PC,PC
5609.0,1170,1613,MP*1,MP*1
5609.0,682,683,PC,PC
5610.0,681,683,PC,PC
5610.0,682,683,PC,PC
5611.0,681,682,PC,PC
5611.0,1170,1613,MP*1,MP*1
5611.0,681,683,PC,PC
5611.0,682,683,PC,PC
5612.0,1170,1613,MP*1,MP*1
5612.0,682,683,PC,PC
5612.0,681,682,PC,PC
5612.0,681,683,PC,PC
5612.0,600,610,PC,PC
5612.0,1613,1672,MP*1,MP*1
5613.0,681,682,PC,PC
5613.0,681,683,PC,PC
5613.0,682,683,PC,PC
5614.0,838,852,PSI*,PSI*
5614.0,682,683,PC,PC
5614.0,858,866,PSI*,PSI*
5615.0,834,855,PSI*,PSI*
5615.0,660,681,PC,PC
5615.0,682,683,PC,PC
5615.0,868,873,PSI*,PSI*
5616.0,628,661,PC,PC
5616.0,682,683,PC,PC
5616.0,660,681,PC,PC
5617.0,628,661,PC,PC
5617.0,660,681,PC,PC
5617.0,830,871,PSI*,PSI*
5617.0,682,683,PC,PC
5618.0,611,655,MP*2,MP*2
5618.0,682,683,PC,PC
5618.0,628,661,PC,PC
5618.0,660,681,PC,PC
5618.0,868,873,PSI*,PSI*
5618.0,830,871,PSI*,PSI*
5619.0,628,661,PC,PC
5619.0,682,683,PC,PC
5619.0,858,866,PSI*,PSI*
5620.0,628,661,PC,PC
5620.0,609,613,PC,PC
5620.0,1170,1613,MP*1,MP*1
5620.0,682,683,PC,PC
5621.0,682,683,PC,PC
5621.0,1170,1613,MP*1,MP*1
5622.0,682,683,PC,PC
5623.0,609,613,PC,PC
5623.0,682,683,PC,PC
5624.0,851,860,PSI*,PSI*
5624.0,663,696,PC,PC
5624.0,858,866,PSI*,PSI*
5624.0,682,683,PC,PC
5624.0,830,871,PSI*,PSI*
5625.0,827,832,PSI*,PSI*
5625.0,838,852,PSI*,PSI*
5625.0,682,683,PC,PC
5625.0,609,613,PC,PC
5626.0,827,832,PSI*,PSI*
5626.0,682,683,PC,PC
5626.0,606,615,MP*2,MP*2
5626.0,609,613,PC,PC
5627.0,827,832,PSI*,PSI*
5627.0,682,683,PC,PC
5627.0,868,873,PSI*,PSI*
5627.0,1170,1672,MP*1,MP*1
5628.0,628,661,PC,PC
5628.0,609,613,PC,PC
5628.0,682,683,PC,PC
5629.0,1170,1672,MP*1,MP*1
5629.0,838,852,PSI*,PSI*
5629.0,682,683,PC,PC
5629.0,609,613,PC,PC
5630.0,682,683,PC,PC
5630.0,868,873,PSI*,PSI*
5630.0,858,866,PSI*,PSI*
5631.0,628,661,PC,PC
5631.0,609,613,PC,PC
5631.0,682,683,PC,PC
5632.0,609,613,PC,PC
5632.0,682,683,PC,PC
5632.0,623,690,PC,PC
5632.0,838,852,PSI*,PSI*
5633.0,682,683,PC,PC
5633.0,628,661,PC,PC
5633.0,648,660,PC,PC
5633.0,830,871,PSI*,PSI*
5634.0,656,683,PC,PC
5634.0,611,655,MP*2,MP*2
5634.0,682,683,PC,PC
5634.0,648,660,PC,PC
5634.0,838,852,PSI*,PSI*
5634.0,660,681,PC,PC
5635.0,682,683,PC,PC
5635.0,838,852,PSI*,PSI*
5635.0,851,860,PSI*,PSI*
5635.0,827,834,PSI*,PSI*
5636.0,682,683,PC,PC
5636.0,838,852,PSI*,PSI*
5636.0,858,866,PSI*,PSI*
5636.0,609,613,PC,PC
5636.0,660,681,PC,PC
5637.0,609,613,PC,PC
5637.0,682,683,PC,PC
5638.0,682,683,PC,PC
5638.0,830,871,PSI*,PSI*
5638.0,609,613,PC,PC
5639.0,609,613,PC,PC
5639.0,827,834,PSI*,PSI*
5639.0,682,683,PC,PC
5640.0,682,683,PC,PC
5640.0,810,868,PSI*,PSI*
5640.0,628,661,PC,PC
5640.0,609,613,PC,PC
5641.0,682,683,PC,PC
5641.0,609,613,PC,PC
5642.0,609,613,PC,PC
5642.0,682,683,PC,PC
5643.0,838,852,PSI*,PSI*
5643.0,682,683,PC,PC
5644.0,682,683,PC,PC
5645.0,682,683,PC,PC
5645.0,1613,1672,MP*1,MP*1
5646.0,682,683,PC,PC
5646.0,623,692,PC,PC
5646.0,609,613,PC,PC
5646.0,1613,1672,MP*1,MP*1
5646.0,851,860,PSI*,PSI*
5647.0,682,683,PC,PC
5647.0,1613,1672,MP*1,MP*1
5647.0,609,613,PC,PC
5648.0,609,613,PC,PC
5648.0,682,683,PC,PC
5648.0,1613,1672,MP*1,MP*1
5649.0,682,683,PC,PC
5649.0,1613,1672,MP*1,MP*1
5649.0,609,613,PC,PC
5650.0,682,683,PC,PC
5650.0,609,613,PC,PC
5650.0,1148,1686,MP*1,MP*1
5650.0,838,852,PSI*,PSI*
5650.0,1613,1672,MP*1,MP*1
5650.0,851,860,PSI*,PSI*
5651.0,682,683,PC,PC
5651.0,838,852,PSI*,PSI*
5651.0,1148,1686,MP*1,MP*1
5651.0,609,613,PC,PC
5651.0,660,681,PC,PC
5651.0,1613,1672,MP*1,MP*1
5651.0,827,834,PSI*,PSI*
5651.0,660,682,PC,PC
5652.0,838,852,PSI*,PSI*
5652.0,682,683,PC,PC
5652.0,660,681,PC,PC
5653.0,682,683,PC,PC
5654.0,660,681,PC,PC
5654.0,851,860,PSI*,PSI*
5654.0,682,683,PC,PC
5655.0,682,683,PC,PC
5655.0,609,613,PC,PC
5655.0,838,852,PSI*,PSI*
5655.0,660,682,PC,PC
5655.0,660,681,PC,PC
5655.0,830,871,PSI*,PSI*
5656.0,628,661,PC,PC
5656.0,682,683,PC,PC
5656.0,616,644,PC,PC
5657.0,1170,1613,MP*1,MP*1
5657.0,682,683,PC,PC
5657.0,628,661,PC,PC
5657.0,660,681,PC,PC
5657.0,654,692,PC,PC
5657.0,623,654,PC,PC
5658.0,851,860,PSI*,PSI*
5658.0,628,661,PC,PC
5658.0,654,692,PC,PC
5658.0,682,683,PC,PC
5658.0,623,654,PC,PC
5659.0,682,683,PC,PC
5659.0,628,661,PC,PC
5659.0,623,654,PC,PC
5660.0,682,683,PC,PC
5660.0,628,661,PC,PC
5660.0,851,860,PSI*,PSI*
5660.0,858,866,PSI*,PSI*
5660.0,654,692,PC,PC
5660.0,623,654,PC,PC
5661.0,827,832,PSI*,PSI*
5661.0,682,683,PC,PC
5661.0,628,661,PC,PC
5661.0,663,694,PC,PC
5661.0,851,860,PSI*,PSI*
5661.0,841,862,PSI*,PSI*
5661.0,654,692,PC,PC
5661.0,623,654,PC,PC
5662.0,628,661,PC,PC
5662.0,623,654,PC,PC
5662.0,682,683,PC,PC
5663.0,1170,1613,MP*1,MP*1
5663.0,682,683,PC,PC
5663.0,663,694,PC,PC
5663.0,609,613,PC,PC
5663.0,1613,1672,MP*1,MP*1
5663.0,623,654,PC,PC
5664.0,682,683,PC,PC
5664.0,628,661,PC,PC
5664.0,851,860,PSI*,PSI*
5664.0,609,613,PC,PC
5664.0,1613,1672,MP*1,MP*1
5664.0,1170,1672,MP*1,MP*1
5664.0,623,654,PC,PC
5665.0,1170,1613,MP*1,MP*1
5665.0,682,683,PC,PC
5665.0,628,661,PC,PC
5665.0,663,694,PC,PC
5665.0,609,613,PC,PC
5665.0,623,654,PC,PC
5665.0,606,615,MP*2,MP*2
5666.0,1170,1613,MP*1,MP*1
5666.0,682,683,PC,PC
5666.0,628,661,PC,PC
5666.0,663,694,PC,PC
5666.0,609,613,PC,PC
5666.0,851,860,PSI*,PSI*
5666.0,623,654,PC,PC
5667.0,682,683,PC,PC
5667.0,609,613,PC,PC
5667.0,654,692,PC,PC
5667.0,623,654,PC,PC
5668.0,1170,1686,MP*1,MP*1
5668.0,682,683,PC,PC
5668.0,654,692,PC,PC
5668.0,623,654,PC,PC
5669.0,623,654,PC,PC
5669.0,682,683,PC,PC
5670.0,682,683,PC,PC
5670.0,609,613,PC,PC
5670.0,838,852,PSI*,PSI*
5670.0,851,860,PSI*,PSI*
5670.0,623,654,PC,PC
5671.0,682,683,PC,PC
5671.0,609,613,PC,PC
5671.0,851,860,PSI*,PSI*
5671.0,623,654,PC,PC
5672.0,609,613,PC,PC
5672.0,623,654,PC,PC
5672.0,682,683,PC,PC
5672.0,623,690,PC,PC
5672.0,654,692,PC,PC
5673.0,682,683,PC,PC
5673.0,858,866,PSI*,PSI*
5673.0,609,613,PC,PC
5673.0,623,690,PC,PC
5673.0,654,692,PC,PC
5673.0,623,654,PC,PC
5674.0,682,683,PC,PC
5674.0,858,866,PSI*,PSI*
5674.0,623,690,PC,PC
5674.0,654,692,PC,PC
5674.0,623,654,PC,PC
5675.0,623,654,PC,PC
5675.0,616,644,PC,PC
5675.0,682,683,PC,PC
5675.0,858,866,PSI*,PSI*
5676.0,623,654,PC,PC
5676.0,682,683,PC,PC
5676.0,623,690,PC,PC
5676.0,858,866,PSI*,PSI*
5677.0,851,860,PSI*,PSI*
5677.0,623,690,PC,PC
5677.0,682,683,PC,PC
5677.0,623,654,PC,PC
5678.0,628,661,PC,PC
5678.0,682,683,PC,PC
5678.0,623,690,PC,PC
5679.0,682,683,PC,PC
5679.0,1662,1686,MP*1,MP*1
5679.0,623,690,PC,PC
5679.0,654,692,PC,PC
5679.0,623,654,PC,PC
5680.0,827,832,PSI*,PSI*
5680.0,1613,1686,MP*1,MP*1
5680.0,682,683,PC,PC
5680.0,628,661,PC,PC
5680.0,623,654,PC,PC
5681.0,827,832,PSI*,PSI*
5681.0,1613,1686,MP*1,MP*1
5681.0,628,661,PC,PC
5681.0,682,683,PC,PC
5682.0,1613,1686,MP*1,MP*1
5682.0,827,832,PSI*,PSI*
5682.0,682,683,PC,PC
5682.0,663,694,PC,PC
5682.0,654,692,PC,PC
5682.0,623,654,PC,PC
5683.0,1613,1686,MP*1,MP*1
5683.0,827,832,PSI*,PSI*
5683.0,682,683,PC,PC
5683.0,628,661,PC,PC
5683.0,663,694,PC,PC
5683.0,623,654,PC,PC
5684.0,827,832,PSI*,PSI*
5684.0,660,681,PC,PC
5684.0,623,654,PC,PC
5684.0,682,683,PC,PC
5685.0,1613,1686,MP*1,MP*1
5685.0,827,832,PSI*,PSI*
5685.0,682,683,PC,PC
5685.0,660,681,PC,PC
5685.0,623,654,PC,PC
5686.0,1613,1686,MP*1,MP*1
5686.0,682,683,PC,PC
5686.0,681,683,PC,PC
5686.0,623,654,PC,PC
5686.0,606,615,MP*2,MP*2
5687.0,1613,1686,MP*1,MP*1
5687.0,617,614,MP*2,MP*2
5687.0,1170,1613,MP*1,MP*1
5687.0,682,683,PC,PC
5687.0,838,852,PSI*,PSI*
5687.0,681,683,PC,PC
5687.0,851,860,PSI*,PSI*
5687.0,623,654,PC,PC
5688.0,1613,1686,MP*1,MP*1
5688.0,682,683,PC,PC
5689.0,1613,1686,MP*1,MP*1
5689.0,827,832,PSI*,PSI*
5689.0,682,683,PC,PC
5689.0,654,692,PC,PC
5689.0,623,654,PC,PC
5690.0,827,832,PSI*,PSI*
5690.0,682,683,PC,PC
5690.0,654,692,PC,PC
5690.0,623,654,PC,PC
5691.0,1613,1686,MP*1,MP*1
5691.0,827,832,PSI*,PSI*
5691.0,682,683,PC,PC
5691.0,663,694,PC,PC
5691.0,654,692,PC,PC
5691.0,623,654,PC,PC
5692.0,1613,1686,MP*1,MP*1
5692.0,827,832,PSI*,PSI*
5692.0,682,683,PC,PC
5692.0,623,654,PC,PC
5693.0,1613,1686,MP*1,MP*1
5693.0,682,683,PC,PC
5693.0,628,661,PC,PC
5693.0,838,852,PSI*,PSI*
5693.0,868,873,PSI*,PSI*
5693.0,623,654,PC,PC
5694.0,1613,1686,MP*1,MP*1
5694.0,827,832,PSI*,PSI*
5694.0,682,683,PC,PC
5695.0,1613,1686,MP*1,MP*1
5695.0,827,832,PSI*,PSI*
5695.0,685,695,MP*2,MP*2
5695.0,682,683,PC,PC
5695.0,628,661,PC,PC
5695.0,609,613,PC,PC
5695.0,623,654,PC,PC
5696.0,1613,1686,MP*1,MP*1
5696.0,685,695,MP*2,MP*2
5696.0,682,683,PC,PC
5696.0,609,613,PC,PC
5696.0,623,654,PC,PC
5697.0,1613,1686,MP*1,MP*1
5697.0,623,654,PC,PC
5697.0,682,683,PC,PC
5698.0,1613,1686,MP*1,MP*1
5698.0,623,654,PC,PC
5698.0,682,683,PC,PC
5699.0,1613,1686,MP*1,MP*1
5699.0,609,613,PC,PC
5699.0,623,654,PC,PC
5699.0,682,683,PC,PC
5700.0,609,613,PC,PC
5700.0,682,683,PC,PC
5701.0,838,852,PSI*,PSI*
5701.0,623,654,PC,PC
5701.0,681,683,PC,PC
5701.0,682,683,PC,PC
5701.0,609,613,PC,PC
5702.0,660,681,PC,PC
5702.0,623,654,PC,PC
5702.0,609,613,PC,PC
5702.0,682,683,PC,PC
5702.0,655,614,MP*2,MP*2
5703.0,609,613,PC,PC
5703.0,623,654,PC,PC
5703.0,682,683,PC,PC
5703.0,663,696,PC,PC
5704.0,609,613,PC,PC
5704.0,1170,1613,MP*1,MP*1
5704.0,682,683,PC,PC
5704.0,623,654,PC,PC
5705.0,827,832,PSI*,PSI*
5705.0,609,613,PC,PC
5705.0,623,654,PC,PC
5705.0,682,683,PC,PC
5705.0,629,614,MP*2,MP*2
5706.0,827,832,PSI*,PSI*
5706.0,623,654,PC,PC
5706.0,682,683,PC,PC
5706.0,1170,1613,MP*1,MP*1
5707.0,827,832,PSI*,PSI*
5707.0,1170,1613,MP*1,MP*1
5707.0,682,683,PC,PC
5707.0,623,654,PC,PC
5708.0,623,654,PC,PC
5708.0,682,683,PC,PC
5708.0,1170,1613,MP*1,MP*1
5708.0,858,866,PSI*,PSI*
5709.0,827,832,PSI*,PSI*
5709.0,1170,1613,MP*1,MP*1
5709.0,682,683,PC,PC
5709.0,858,866,PSI*,PSI*
5709.0,609,613,PC,PC
5709.0,660,681,PC,PC
5709.0,654,692,PC,PC
5709.0,623,654,PC,PC
5710.0,609,613,PC,PC
5710.0,1170,1613,MP*1,MP*1
5710.0,660,681,PC,PC
5710.0,682,683,PC,PC
5710.0,623,654,PC,PC
5711.0,628,661,PC,PC
5711.0,827,832,PSI*,PSI*
5711.0,1170,1613,MP*1,MP*1
5711.0,660,681,PC,PC
5711.0,682,683,PC,PC
5712.0,827,832,PSI*,PSI*
5712.0,609,613,PC,PC
5712.0,682,683,PC,PC
5712.0,858,866,PSI*,PSI*
5713.0,1170,1613,MP*1,MP*1
5713.0,682,683,PC,PC
5713.0,838,852,PSI*,PSI*
5713.0,628,661,PC,PC
5713.0,609,613,PC,PC
5713.0,654,692,PC,PC
5713.0,613,663,PC,PC
5714.0,827,832,PSI*,PSI*
5714.0,609,613,PC,PC
5714.0,1170,1613,MP*1,MP*1
5714.0,682,683,PC,PC
5714.0,654,692,PC,PC
5715.0,654,692,PC,PC
5715.0,1170,1613,MP*1,MP*1
5715.0,851,860,PSI*,PSI*
5715.0,682,683,PC,PC
5715.0,858,866,PSI*,PSI*
5716.0,660,681,PC,PC
5716.0,1170,1613,MP*1,MP*1
5716.0,682,683,PC,PC
5716.0,623,654,PC,PC
5716.0,858,866,PSI*,PSI*
5717.0,654,692,PC,PC
5717.0,623,654,PC,PC
5717.0,682,683,PC,PC
5718.0,654,692,PC,PC
5718.0,682,683,PC,PC
5719.0,682,683,PC,PC
5719.0,654,692,PC,PC
5720.0,682,683,PC,PC
5720.0,656,682,PC,PC
5720.0,838,852,PSI*,PSI*
5720.0,654,692,PC,PC
5720.0,663,696,PC,PC
5721.0,682,683,PC,PC
5721.0,656,682,PC,PC
5721.0,654,692,PC,PC
5721.0,1170,1672,MP*1,MP*1
5721.0,663,696,PC,PC
5722.0,1170,1613,MP*1,MP*1
5722.0,682,683,PC,PC
5722.0,656,682,PC,PC
5722.0,609,613,PC,PC
5722.0,1170,1672,MP*1,MP*1
5722.0,663,696,PC,PC
5723.0,628,661,PC,PC
5723.0,609,613,PC,PC
5723.0,682,683,PC,PC
5723.0,663,696,PC,PC
5724.0,628,661,PC,PC
5724.0,609,613,PC,PC
5724.0,623,654,PC,PC
5724.0,682,683,PC,PC
5724.0,663,696,PC,PC
5725.0,628,661,PC,PC
5725.0,609,613,PC,PC
5725.0,1170,1613,MP*1,MP*1
5725.0,682,683,PC,PC
5725.0,623,654,PC,PC
5726.0,609,613,PC,PC
5726.0,682,683,PC,PC
5727.0,609,613,PC,PC
5727.0,623,654,PC,PC
5727.0,682,683,PC,PC
5728.0,838,852,PSI*,PSI*
5728.0,623,654,PC,PC
5728.0,682,683,PC,PC
5728.0,609,613,PC,PC
5729.0,851,860,PSI*,PSI*
5729.0,682,683,PC,PC
5730.0,851,860,PSI*,PSI*
5730.0,628,661,PC,PC
5730.0,609,613,PC,PC
5730.0,654,692,PC,PC
5730.0,682,683,PC,PC
5731.0,628,661,PC,PC
5731.0,827,832,PSI*,PSI*
5731.0,682,683,PC,PC
5731.0,654,692,PC,PC
5731.0,838,852,PSI*,PSI*
5732.0,628,661,PC,PC
5732.0,682,683,PC,PC
5732.0,851,860,PSI*,PSI*
5732.0,1170,1672,MP*1,MP*1
5733.0,851,860,PSI*,PSI*
5733.0,628,661,PC,PC
5733.0,838,852,PSI*,PSI*
5733.0,1170,1672,MP*1,MP*1
5733.0,682,683,PC,PC
5734.0,660,681,PC,PC
5734.0,682,683,PC,PC
5734.0,1170,1672,MP*1,MP*1
5735.0,1170,1672,MP*1,MP*1
5735.0,1170,1613,MP*1,MP*1
5735.0,682,683,PC,PC
5735.0,660,681,PC,PC
5736.0,1170,1672,MP*1,MP*1
5736.0,1170,1613,MP*1,MP*1
5736.0,682,683,PC,PC
5737.0,827,832,PSI*,PSI*
5737.0,609,613,PC,PC
5737.0,682,683,PC,PC
5737.0,1170,1672,MP*1,MP*1
5738.0,827,832,PSI*,PSI*
5738.0,609,613,PC,PC
5738.0,654,692,PC,PC
5739.0,609,613,PC,PC
5739.0,682,683,PC,PC
5739.0,654,692,PC,PC
5740.0,682,683,PC,PC
5740.0,610,690,PC,PC
5740.0,609,613,PC,PC
5740.0,623,654,PC,PC
5741.0,610,690,PC,PC
5741.0,623,690,PC,PC
5741.0,1613,1662,MP*1,MP*1
5741.0,654,692,PC,PC
5742.0,827,832,PSI*,PSI*
5742.0,654,692,PC,PC
5742.0,682,683,PC,PC
5743.0,682,683,PC,PC
5744.0,682,683,PC,PC
5744.0,600,610,PC,PC
5745.0,827,832,PSI*,PSI*
5745.0,682,683,PC,PC
5745.0,620,677,MP*2,MP*2
5745.0,600,610,PC,PC
5745.0,623,654,PC,PC
5746.0,827,834,PSI*,PSI*
5746.0,682,683,PC,PC
5746.0,600,610,PC,PC
5747.0,682,683,PC,PC
5747.0,600,610,PC,PC
5748.0,851,860,PSI*,PSI*
5748.0,623,654,PC,PC
5748.0,682,683,PC,PC
5748.0,600,610,PC,PC
5748.0,1613,1672,MP*1,MP*1
5749.0,838,852,PSI*,PSI*
5749.0,623,654,PC,PC
5749.0,682,683,PC,PC
5750.0,654,692,PC,PC
5750.0,623,654,PC,PC
5750.0,682,683,PC,PC
5751.0,654,692,PC,PC
5751.0,682,683,PC,PC
5752.0,827,832,PSI*,PSI*
5752.0,682,683,PC,PC
5752.0,600,610,PC,PC
5753.0,827,832,PSI*,PSI*
5753.0,654,692,PC,PC
5753.0,623,654,PC,PC
5753.0,682,683,PC,PC
5754.0,827,832,PSI*,PSI*
5754.0,660,682,PC,PC
5754.0,623,654,PC,PC
5754.0,682,683,PC,PC
5755.0,623,654,PC,PC
5755.0,682,683,PC,PC
5756.0,827,832,PSI*,PSI*
5756.0,654,692,PC,PC
5756.0,623,654,PC,PC
5756.0,682,683,PC,PC
5757.0,827,832,PSI*,PSI*
5757.0,623,654,PC,PC
5757.0,682,683,PC,PC
5758.0,682,683,PC,PC
5758.0,623,654,PC,PC
5758.0,868,873,PSI*,PSI*
5759.0,682,683,PC,PC
5760.0,1170,1672,MP*1,MP*1
5760.0,682,683,PC,PC
5761.0,682,683,PC,PC
5762.0,660,682,PC,PC
5762.0,682,683,PC,PC
5763.0,838,852,PSI*,PSI*
5763.0,682,683,PC,PC
5764.0,827,832,PSI*,PSI*
5764.0,682,683,PC,PC
5765.0,1170,1672,MP*1,MP*1
5765.0,682,683,PC,PC
5766.0,827,832,PSI*,PSI*
5766.0,682,683,PC,PC
5767.0,682,683,PC,PC
5768.0,827,832,PSI*,PSI*
5768.0,682,683,PC,PC
5769.0,827,832,PSI*,PSI*
5769.0,1170,1672,MP*1,MP*1
5769.0,682,683,PC,PC
5770.0,682,683,PC,PC
5771.0,1170,1672,MP*1,MP*1
5771.0,682,683,PC,PC
5772.0,628,661,PC,PC
5772.0,623,654,PC,PC
5772.0,682,683,PC,PC
5773.0,682,683,PC,PC
5773.0,628,661,PC,PC
5773.0,838,852,PSI*,PSI*
5773.0,1170,1672,MP*1,MP*1
5773.0,623,654,PC,PC
5774.0,628,661,PC,PC
5774.0,623,654,PC,PC
5774.0,682,683,PC,PC
5775.0,628,661,PC,PC
5775.0,623,654,PC,PC
5775.0,682,683,PC,PC
5776.0,623,654,PC,PC
5776.0,682,683,PC,PC
5777.0,623,654,PC,PC
5777.0,682,683,PC,PC
5778.0,682,683,PC,PC
5778.0,623,654,PC,PC
5778.0,623,690,PC,PC
5779.0,682,683,PC,PC
5779.0,623,654,PC,PC
5780.0,682,683,PC,PC
5780.0,623,654,PC,PC
5780.0,623,690,PC,PC
5781.0,868,873,PSI*,PSI*
5781.0,682,683,PC,PC
5781.0,623,654,PC,PC
5782.0,868,873,PSI*,PSI*
5782.0,623,654,PC,PC
5782.0,682,683,PC,PC
5783.0,682,683,PC,PC
5783.0,868,873,PSI*,PSI*
5783.0,623,654,PC,PC
5784.0,623,654,PC,PC
5784.0,682,683,PC,PC
5784.0,858,866,PSI*,PSI*
5785.0,606,615,MP*2,MP*2
5785.0,623,654,PC,PC
5785.0,682,683,PC,PC
5785.0,858,866,PSI*,PSI*
5786.0,606,615,MP*2,MP*2
5786.0,682,683,PC,PC
5786.0,623,654,PC,PC
5787.0,682,683,PC,PC
5787.0,628,661,PC,PC
5787.0,858,866,PSI*,PSI*
5787.0,623,690,PC,PC
5787.0,623,654,PC,PC
5788.0,682,683,PC,PC
5788.0,623,654,PC,PC
5789.0,682,683,PC,PC
5789.0,628,661,PC,PC
5789.0,686,696,PC,PC
5789.0,834,855,PSI*,PSI*
5789.0,623,690,PC,PC
5789.0,623,654,PC,PC
5789.0,606,615,MP*2,MP*2
5790.0,628,661,PC,PC
5790.0,606,615,MP*2,MP*2
5790.0,623,654,PC,PC
5790.0,682,683,PC,PC
5790.0,686,696,PC,PC
5791.0,628,661,PC,PC
5791.0,606,615,MP*2,MP*2
5791.0,623,654,PC,PC
5791.0,682,683,PC,PC
5792.0,827,832,PSI*,PSI*
5792.0,682,683,PC,PC
5792.0,628,661,PC,PC
5792.0,654,692,PC,PC
5792.0,623,654,PC,PC
5792.0,616,644,PC,PC
5793.0,628,661,PC,PC
5793.0,623,654,PC,PC
5793.0,682,683,PC,PC
5793.0,600,610,PC,PC
5794.0,682,683,PC,PC
5794.0,628,661,PC,PC
5794.0,660,681,PC,PC
5794.0,606,615,MP*2,MP*2
5794.0,623,654,PC,PC
5795.0,628,661,PC,PC
5795.0,827,834,PSI*,PSI*
5795.0,682,683,PC,PC
5795.0,623,654,PC,PC
5796.0,609,613,PC,PC
5796.0,623,654,PC,PC
5796.0,682,683,PC,PC
5797.0,827,832,PSI*,PSI*
5797.0,623,654,PC,PC
5797.0,682,683,PC,PC
5797.0,600,610,PC,PC
5798.0,827,832,PSI*,PSI*
5798.0,611,655,MP*2,MP*2
5798.0,682,683,PC,PC
5798.0,600,610,PC,PC
5798.0,654,692,PC,PC
5798.0,623,654,PC,PC
5799.0,654,692,PC,PC
5799.0,682,683,PC,PC
5800.0,827,832,PSI*,PSI*
5800.0,682,683,PC,PC
5800.0,628,661,PC,PC
5800.0,663,694,PC,PC
5800.0,681,682,PC,PC
5800.0,654,692,PC,PC
5800.0,623,654,PC,PC
5801.0,827,832,PSI*,PSI*
5801.0,681,682,PC,PC
5801.0,663,694,PC,PC
